"","Day","Month","Year","Extent"
"11375",24,6,2014,10.301
"11376",25,6,2014,10.296
"11377",26,6,2014,10.236
"11378",27,6,2014,10.063
"11379",28,6,2014,9.835
"11380",29,6,2014,9.56
"11381",30,6,2014,9.617
"11382",1,7,2014,9.324
"11383",2,7,2014,9.234
"11384",3,7,2014,9.125
"11385",4,7,2014,9.067
"11386",5,7,2014,8.964
"11387",6,7,2014,8.907
"11388",7,7,2014,8.879
"11389",8,7,2014,8.708
"11390",9,7,2014,8.653
"11391",10,7,2014,8.534
"11392",11,7,2014,8.392
"11393",12,7,2014,8.378
"11394",13,7,2014,8.293
"11395",14,7,2014,8.18
"11396",15,7,2014,8.074
"11397",16,7,2014,7.999
"11398",17,7,2014,7.898
"11399",18,7,2014,7.864
"11400",19,7,2014,7.839
"11401",20,7,2014,7.778
"11402",21,7,2014,7.68
"11403",22,7,2014,7.631
"11404",23,7,2014,7.649
"11405",24,7,2014,7.53
"11406",25,7,2014,7.51
"11407",26,7,2014,7.392
"11408",27,7,2014,7.35
"11409",28,7,2014,7.312
"11410",29,7,2014,7.128
"11411",30,7,2014,7.055
"11412",31,7,2014,7.035
"11413",1,8,2014,6.984
"11414",2,8,2014,6.859
"11415",3,8,2014,6.803
"11416",4,8,2014,6.751
"11417",5,8,2014,6.739
"11418",6,8,2014,6.66
"11419",7,8,2014,6.599
"11420",8,8,2014,6.629
"11421",9,8,2014,6.553
"11422",10,8,2014,6.457
"11423",11,8,2014,6.363
"11424",12,8,2014,6.251
"11425",13,8,2014,6.184
"11426",14,8,2014,6.173
"11427",15,8,2014,6.082
"11428",16,8,2014,6.022
"11429",17,8,2014,5.94
"11430",18,8,2014,5.825
"11431",19,8,2014,5.795
"11432",20,8,2014,5.758
"11433",21,8,2014,5.705
"11434",22,8,2014,5.665
"11435",23,8,2014,5.657
"11436",24,8,2014,5.552
"11437",25,8,2014,5.539
"11438",26,8,2014,5.548
"11439",27,8,2014,5.5
"11440",28,8,2014,5.429
"11441",29,8,2014,5.494
"11442",30,8,2014,5.452
"11443",31,8,2014,5.446
"11444",1,9,2014,5.38
"11445",2,9,2014,5.371
"11446",3,9,2014,5.37
"11447",4,9,2014,5.32
"11448",5,9,2014,5.255
"11449",6,9,2014,5.246
"11450",7,9,2014,5.204
"11451",8,9,2014,5.182
"11452",9,9,2014,5.178
"11453",10,9,2014,5.122
"11454",11,9,2014,5.124
"11455",12,9,2014,5.1
"11456",13,9,2014,5.049
"11457",14,9,2014,5.044
"11458",15,9,2014,5.032
"11459",16,9,2014,4.988
"11460",17,9,2014,5.029
"11461",18,9,2014,5.088
"11462",19,9,2014,5.116
"11463",20,9,2014,5.163
"11464",21,9,2014,5.199
"11465",22,9,2014,5.16
"11466",23,9,2014,5.168
"11467",24,9,2014,5.253
"11468",25,9,2014,5.298
"11469",26,9,2014,5.368
"11470",27,9,2014,5.344
"11471",28,9,2014,5.422
"11472",29,9,2014,5.483
"11473",30,9,2014,5.542
"11474",1,10,2014,5.683
"11475",2,10,2014,5.76
"11476",3,10,2014,5.787
"11477",4,10,2014,5.831
"11478",5,10,2014,5.952
"11479",6,10,2014,6.018
"11480",7,10,2014,6.081
"11481",8,10,2014,6.13
"11482",9,10,2014,6.244
"11483",10,10,2014,6.336
"11484",11,10,2014,6.5
"11485",12,10,2014,6.646
"11486",13,10,2014,6.838
"11487",14,10,2014,6.894
"11488",15,10,2014,6.926
"11489",16,10,2014,7.049
"11490",17,10,2014,7.23
"11491",18,10,2014,7.372
"11492",19,10,2014,7.615
"11493",20,10,2014,7.805
"11494",21,10,2014,7.887
"11495",22,10,2014,8.013
"11496",23,10,2014,8.141
"11497",24,10,2014,8.248
"11498",25,10,2014,8.408
"11499",26,10,2014,8.52
"11500",27,10,2014,8.676
"11501",28,10,2014,8.756
"11502",29,10,2014,8.838
"11503",30,10,2014,8.956
"11504",31,10,2014,9.066
"11505",1,11,2014,9.17
"11506",2,11,2014,9.293
"11507",3,11,2014,9.483
"11508",4,11,2014,9.495
"11509",5,11,2014,9.481
"11510",6,11,2014,9.522
"11511",7,11,2014,9.632
"11512",8,11,2014,9.669
"11513",9,11,2014,9.648
"11514",10,11,2014,9.663
"11515",11,11,2014,9.707
"11516",12,11,2014,9.827
"11517",13,11,2014,9.994
"11518",14,11,2014,10.094
"11519",15,11,2014,10.104
"11520",16,11,2014,10.16
"11521",17,11,2014,10.195
"11522",18,11,2014,10.227
"11523",19,11,2014,10.294
"11524",20,11,2014,10.318
"11525",21,11,2014,10.359
"11526",22,11,2014,10.449
"11527",23,11,2014,10.56
"11528",24,11,2014,10.658
"11529",25,11,2014,10.726
"11530",26,11,2014,10.763
"11531",27,11,2014,10.867
"11532",28,11,2014,10.923
"11533",29,11,2014,11.042
"11534",30,11,2014,11.115
"11535",1,12,2014,11.473
"11536",2,12,2014,11.578
"11537",3,12,2014,11.554
"11538",4,12,2014,11.675
"11539",5,12,2014,11.676
"11540",6,12,2014,11.807
"11541",7,12,2014,11.822
"11542",8,12,2014,11.888
"11543",9,12,2014,11.959
"11544",10,12,2014,12.084
"11545",11,12,2014,12.227
"11546",12,12,2014,12.125
"11547",13,12,2014,12.23
"11548",14,12,2014,12.231
"11549",15,12,2014,12.267
"11550",16,12,2014,12.395
"11551",17,12,2014,12.437
"11552",18,12,2014,12.462
"11553",19,12,2014,12.543
"11554",20,12,2014,12.645
"11555",21,12,2014,12.656
"11556",22,12,2014,12.695
"11557",23,12,2014,12.725
"11558",24,12,2014,12.871
"11559",25,12,2014,12.995
"11560",26,12,2014,12.993
"11561",27,12,2014,12.967
"11562",28,12,2014,12.93
"11563",29,12,2014,12.936
"11564",30,12,2014,13.038
"11565",31,12,2014,13.046
"11566",1,1,2015,13.073
"11567",2,1,2015,13.125
"11568",3,1,2015,13.112
"11569",4,1,2015,13.051
"11570",5,1,2015,13.115
"11571",6,1,2015,13.138
"11572",7,1,2015,13.18
"11573",8,1,2015,13.231
"11574",9,1,2015,13.292
"11575",10,1,2015,13.254
"11576",11,1,2015,13.363
"11577",12,1,2015,13.432
"11578",13,1,2015,13.504
"11579",14,1,2015,13.573
"11580",15,1,2015,13.661
"11581",16,1,2015,13.782
"11582",17,1,2015,13.765
"11583",18,1,2015,13.778
"11584",19,1,2015,13.856
"11585",20,1,2015,13.818
"11586",21,1,2015,13.752
"11587",22,1,2015,13.86
"11588",23,1,2015,13.93
"11589",24,1,2015,13.944
"11590",25,1,2015,13.968
"11591",26,1,2015,13.92
"11592",27,1,2015,13.976
"11593",28,1,2015,14.005
"11594",29,1,2015,13.991
"11595",30,1,2015,14.047
"11596",31,1,2015,14.176
"11597",1,2,2015,14.246
"11598",2,2,2015,14.218
"11599",3,2,2015,14.252
"11600",4,2,2015,14.269
"11601",5,2,2015,14.232
"11602",6,2,2015,14.27
"11603",7,2,2015,14.277
"11604",8,2,2015,14.407
"11605",9,2,2015,14.455
"11606",10,2,2015,14.468
"11607",11,2,2015,14.407
"11608",12,2,2015,14.434
"11609",13,2,2015,14.443
"11610",14,2,2015,14.496
"11611",15,2,2015,14.517
"11612",16,2,2015,14.437
"11613",17,2,2015,14.358
"11614",18,2,2015,14.347
"11615",19,2,2015,14.371
"11616",20,2,2015,14.41
"11617",21,2,2015,14.534
"11618",22,2,2015,14.554
"11619",23,2,2015,14.505
"11620",24,2,2015,14.5
"11621",25,2,2015,14.492
"11622",26,2,2015,14.49
"11623",27,2,2015,14.419
"11624",28,2,2015,14.41
"11625",1,3,2015,14.533
"11626",2,3,2015,14.421
"11627",3,3,2015,14.446
"11628",4,3,2015,14.372
"11629",5,3,2015,14.263
"11630",6,3,2015,14.354
"11631",7,3,2015,14.313
"11632",8,3,2015,14.271
"11633",9,3,2015,14.26
"11634",10,3,2015,14.308
"11635",11,3,2015,14.34
"11636",12,3,2015,14.364
"11637",13,3,2015,14.353
"11638",14,3,2015,14.337
"11639",15,3,2015,14.387
"11640",16,3,2015,14.404
"11641",17,3,2015,14.31
"11642",18,3,2015,14.315
"11643",19,3,2015,14.372
"11644",20,3,2015,14.332
"11645",21,3,2015,14.356
"11646",22,3,2015,14.433
"11647",23,3,2015,14.513
"11648",24,3,2015,14.388
"11649",25,3,2015,14.444
"11650",26,3,2015,14.495
"11651",27,3,2015,14.442
"11652",28,3,2015,14.34
"11653",29,3,2015,14.343
"11654",30,3,2015,14.385
"11655",31,3,2015,14.292
"11656",1,4,2015,14.241
"11657",2,4,2015,14.25
"11658",3,4,2015,14.174
"11659",4,4,2015,14.089
"11660",5,4,2015,14.122
"11661",6,4,2015,14.042
"11662",7,4,2015,13.989
"11663",8,4,2015,13.992
"11664",9,4,2015,14.029
"11665",10,4,2015,14.054
"11666",11,4,2015,14.089
"11667",12,4,2015,14.068
"11668",13,4,2015,14.017
"11669",14,4,2015,14.035
"11670",15,4,2015,13.986
"11671",16,4,2015,13.964
"11672",17,4,2015,13.895
"11673",18,4,2015,13.898
"11674",19,4,2015,13.897
"11675",20,4,2015,13.881
"11676",21,4,2015,13.992
"11677",22,4,2015,13.951
"11678",23,4,2015,13.827
"11679",24,4,2015,13.628
"11680",25,4,2015,13.581
"11681",26,4,2015,13.535
"11682",27,4,2015,13.466
"11683",28,4,2015,13.405
"11684",29,4,2015,13.362
"11685",30,4,2015,13.336
"11686",1,5,2015,13.142
"11687",2,5,2015,13.112
"11688",3,5,2015,13.098
"11689",4,5,2015,13.134
"11690",5,5,2015,13.078
"11691",6,5,2015,12.995
"11692",7,5,2015,12.882
"11693",8,5,2015,12.812
"11694",9,5,2015,12.812
"11695",10,5,2015,12.758
"11696",11,5,2015,12.758
"11697",12,5,2015,12.699
"11698",13,5,2015,12.751
"11699",14,5,2015,12.572
"11700",15,5,2015,12.54
"11701",16,5,2015,12.512
"11702",17,5,2015,12.451
"11703",18,5,2015,12.409
"11704",19,5,2015,12.347
"11705",20,5,2015,12.297
"11706",21,5,2015,12.266
"11707",22,5,2015,12.214
"11708",23,5,2015,12.102
"11709",24,5,2015,11.98
"11710",25,5,2015,11.922
"11711",26,5,2015,11.895
"11712",27,5,2015,11.875
"11713",28,5,2015,11.841
"11714",29,5,2015,11.792
"11715",30,5,2015,11.744
"11716",31,5,2015,11.721
"11717",1,6,2015,11.568
"11718",2,6,2015,11.543
"11719",3,6,2015,11.522
"11720",4,6,2015,11.396
"11721",5,6,2015,11.362
"11722",6,6,2015,11.323
"11723",7,6,2015,11.303
"11724",8,6,2015,11.313
"11725",9,6,2015,11.249
"11726",10,6,2015,11.158
"11727",11,6,2015,11.222
"11728",12,6,2015,11.148
"11729",13,6,2015,11.087
"11730",14,6,2015,10.997
"11731",15,6,2015,10.963
"11732",16,6,2015,10.815
"11733",17,6,2015,10.748
"11734",18,6,2015,10.767
"11735",19,6,2015,10.738
"11736",20,6,2015,10.68
"11737",21,6,2015,10.585
"11738",22,6,2015,10.547
"11739",23,6,2015,10.521
"11740",24,6,2015,10.39
"11741",25,6,2015,10.463
"11742",26,6,2015,10.381
"11743",27,6,2015,10.251
"11744",28,6,2015,10.215
"11745",29,6,2015,10.104
"11746",30,6,2015,10.008
"11747",1,7,2015,9.842
"11748",2,7,2015,9.828
"11749",3,7,2015,9.746
"11750",4,7,2015,9.643
"11751",5,7,2015,9.599
"11752",6,7,2015,9.573
"11753",7,7,2015,9.379
"11754",8,7,2015,9.304
"11755",9,7,2015,9.216
"11756",10,7,2015,9.048
"11757",11,7,2015,8.968
"11758",12,7,2015,8.841
"11759",13,7,2015,8.7
"11760",14,7,2015,8.682
"11761",15,7,2015,8.601
"11762",16,7,2015,8.398
"11763",17,7,2015,8.26
"11764",18,7,2015,8.116
"11765",19,7,2015,7.955
"11766",20,7,2015,7.88
"11767",21,7,2015,7.767
"11768",22,7,2015,7.671
"11769",23,7,2015,7.519
"11770",24,7,2015,7.413
"11771",25,7,2015,7.327
"11772",26,7,2015,7.308
"11773",27,7,2015,7.219
"11774",28,7,2015,7.137
"11775",29,7,2015,7.032
"11776",30,7,2015,6.895
"11777",31,7,2015,6.847
"11778",1,8,2015,6.708
"11779",2,8,2015,6.63
"11780",3,8,2015,6.449
"11781",4,8,2015,6.441
"11782",5,8,2015,6.44
"11783",6,8,2015,6.397
"11784",7,8,2015,6.249
"11785",8,8,2015,6.196
"11786",9,8,2015,6.171
"11787",10,8,2015,6.012
"11788",11,8,2015,5.829
"11789",12,8,2015,5.834
"11790",13,8,2015,5.776
"11791",14,8,2015,5.752
"11792",15,8,2015,5.588
"11793",16,8,2015,5.539
"11794",17,8,2015,5.538
"11795",18,8,2015,5.421
"11796",19,8,2015,5.378
"11797",20,8,2015,5.356
"11798",21,8,2015,5.333
"11799",22,8,2015,5.222
"11800",23,8,2015,5.099
"11801",24,8,2015,5.028
"11802",25,8,2015,5.005
"11803",26,8,2015,4.897
"11804",27,8,2015,4.771
"11805",28,8,2015,4.693
"11806",29,8,2015,4.639
"11807",30,8,2015,4.64
"11808",31,8,2015,4.53
"11809",1,9,2015,4.466
"11810",2,9,2015,4.457
"11811",3,9,2015,4.509
"11812",4,9,2015,4.541
"11813",5,9,2015,4.485
"11814",6,9,2015,4.458
"11815",7,9,2015,4.397
"11816",8,9,2015,4.387
"11817",9,9,2015,4.438
"11818",10,9,2015,4.507
"11819",11,9,2015,4.471
"11820",12,9,2015,4.482
"11821",13,9,2015,4.426
"11822",14,9,2015,4.395
"11823",15,9,2015,4.46
"11824",16,9,2015,4.495
"11825",17,9,2015,4.512
"11826",18,9,2015,4.585
"11827",19,9,2015,4.616
"11828",20,9,2015,4.631
"11829",21,9,2015,4.644
"11830",22,9,2015,4.687
"11831",23,9,2015,4.762
"11832",24,9,2015,4.832
"11833",25,9,2015,4.833
"11834",26,9,2015,4.915
"11835",27,9,2015,4.916
"11836",28,9,2015,4.986
"11837",29,9,2015,5.04
"11838",30,9,2015,5.14
"11839",1,10,2015,5.356
"11840",2,10,2015,5.344
"11841",3,10,2015,5.289
"11842",4,10,2015,5.374
"11843",5,10,2015,5.543
"11844",6,10,2015,5.69
"11845",7,10,2015,5.819
"11846",8,10,2015,5.996
"11847",9,10,2015,6.156
"11848",10,10,2015,6.225
"11849",11,10,2015,6.314
"11850",12,10,2015,6.292
"11851",13,10,2015,6.396
"11852",14,10,2015,6.56
"11853",15,10,2015,6.756
"11854",16,10,2015,6.976
"11855",17,10,2015,7.209
"11856",18,10,2015,7.409
"11857",19,10,2015,7.564
"11858",20,10,2015,7.548
"11859",21,10,2015,7.61
"11860",22,10,2015,7.759
"11861",23,10,2015,7.895
"11862",24,10,2015,8.069
"11863",25,10,2015,8.151
"11864",26,10,2015,8.203
"11865",27,10,2015,8.289
"11866",28,10,2015,8.359
"11867",29,10,2015,8.45
"11868",30,10,2015,8.592
"11869",31,10,2015,8.76
"11870",1,11,2015,8.909
"11871",2,11,2015,8.926
"11872",3,11,2015,8.959
"11873",4,11,2015,9.068
"11874",5,11,2015,9.153
"11875",6,11,2015,9.307
"11876",7,11,2015,9.395
"11877",8,11,2015,9.476
"11878",9,11,2015,9.543
"11879",10,11,2015,9.644
"11880",11,11,2015,9.663
"11881",12,11,2015,9.65
"11882",13,11,2015,9.644
"11883",14,11,2015,9.764
"11884",15,11,2015,9.853
"11885",16,11,2015,9.941
"11886",17,11,2015,9.951
"11887",18,11,2015,9.951
"11888",19,11,2015,10.002
"11889",20,11,2015,9.98
"11890",21,11,2015,9.946
"11891",22,11,2015,10.027
"11892",23,11,2015,10.153
"11893",24,11,2015,10.281
"11894",25,11,2015,10.382
"11895",26,11,2015,10.564
"11896",27,11,2015,10.754
"11897",28,11,2015,10.824
"11898",29,11,2015,10.846
"11899",30,11,2015,10.829
"11900",1,12,2015,11.064
"11901",2,12,2015,11.135
"11902",3,12,2015,11.223
"11903",4,12,2015,11.296
"11904",5,12,2015,11.301
"11905",6,12,2015,11.372
"11906",7,12,2015,11.447
"11907",8,12,2015,11.542
"11908",9,12,2015,11.591
"11909",10,12,2015,11.739
"11910",11,12,2015,11.814
"11911",12,12,2015,11.871
"11912",13,12,2015,11.987
"11913",14,12,2015,12.019
"11914",15,12,2015,12.112
"11915",16,12,2015,12.116
"11916",17,12,2015,12.169
"11917",18,12,2015,12.249
"11918",19,12,2015,12.303
"11919",20,12,2015,12.299
"11920",21,12,2015,12.411
"11921",22,12,2015,12.381
"11922",23,12,2015,12.407
"11923",24,12,2015,12.507
"11924",25,12,2015,12.661
"11925",26,12,2015,12.65
"11926",27,12,2015,12.68
"11927",28,12,2015,12.745
"11928",29,12,2015,12.762
"11929",30,12,2015,12.8
"11930",31,12,2015,12.735
"11931",1,1,2016,12.721
"11932",2,1,2016,12.806
"11933",3,1,2016,12.79
"11934",4,1,2016,12.829
"11935",5,1,2016,12.874
"11936",6,1,2016,13.039
"11937",7,1,2016,13.079
"11938",8,1,2016,13.101
"11939",9,1,2016,13.186
"11940",10,1,2016,13.387
"11941",11,1,2016,13.493
"11942",12,1,2016,13.41
"11943",13,1,2016,13.57
"11944",14,1,2016,13.499
"11945",15,1,2016,13.512
"11946",16,1,2016,13.545
"11947",17,1,2016,13.58
"11948",18,1,2016,13.644
"11949",19,1,2016,13.63
"11950",20,1,2016,13.677
"11951",21,1,2016,13.737
"11952",22,1,2016,13.704
"11953",23,1,2016,13.684
"11954",24,1,2016,13.738
"11955",25,1,2016,13.751
"11956",26,1,2016,13.819
"11957",27,1,2016,13.816
"11958",28,1,2016,13.85
"11959",29,1,2016,13.904
"11960",30,1,2016,13.895
"11961",31,1,2016,13.89
"11962",1,2,2016,13.926
"11963",2,2,2016,13.954
"11964",3,2,2016,13.981
"11965",4,2,2016,14.025
"11966",5,2,2016,14.071
"11967",6,2,2016,14.179
"11968",7,2,2016,14.173
"11969",8,2,2016,14.286
"11970",9,2,2016,14.258
"11971",10,2,2016,14.118
"11972",11,2,2016,14.07
"11973",12,2,2016,14.146
"11974",13,2,2016,14.198
"11975",14,2,2016,14.19
"11976",15,2,2016,14.279
"11977",16,2,2016,14.237
"11978",17,2,2016,14.182
"11979",18,2,2016,14.137
"11980",19,2,2016,14.161
"11981",20,2,2016,14.193
"11982",21,2,2016,14.2
"11983",22,2,2016,14.151
"11984",23,2,2016,14.195
"11985",24,2,2016,14.316
"11986",25,2,2016,14.358
"11987",26,2,2016,14.404
"11988",27,2,2016,14.426
"11989",28,2,2016,14.524
"11990",29,2,2016,14.541
"11991",1,3,2016,14.427
"11992",2,3,2016,14.418
"11993",3,3,2016,14.354
"11994",4,3,2016,14.312
"11995",5,3,2016,14.322
"11996",6,3,2016,14.348
"11997",7,3,2016,14.404
"11998",8,3,2016,14.397
"11999",9,3,2016,14.39
"12000",10,3,2016,14.354
"12001",11,3,2016,14.408
"12002",12,3,2016,14.379
"12003",13,3,2016,14.432
"12004",14,3,2016,14.375
"12005",15,3,2016,14.518
"12006",16,3,2016,14.47
"12007",17,3,2016,14.464
"12008",18,3,2016,14.469
"12009",19,3,2016,14.451
"12010",20,3,2016,14.463
"12011",21,3,2016,14.546
"12012",22,3,2016,14.566
"12013",23,3,2016,14.509
"12014",24,3,2016,14.444
"12015",25,3,2016,14.447
"12016",26,3,2016,14.419
"12017",27,3,2016,14.427
"12018",28,3,2016,14.351
"12019",29,3,2016,14.23
"12020",30,3,2016,14.155
"12021",31,3,2016,14.149
"12022",1,4,2016,14.117
"12023",2,4,2016,14.114
"12024",3,4,2016,14.044
"12025",4,4,2016,14.053
"12026",5,4,2016,14.025
"12027",6,4,2016,13.995
"12028",7,4,2016,14.028
"12029",8,4,2016,13.952
"12030",9,4,2016,13.838
"12031",10,4,2016,13.836
"12032",11,4,2016,13.772
"12033",12,4,2016,13.85
"12034",13,4,2016,13.826
"12035",14,4,2016,13.825
"12036",15,4,2016,13.813
"12037",16,4,2016,13.767
"12038",17,4,2016,13.783
"12039",18,4,2016,13.672
"12040",19,4,2016,13.583
"12041",20,4,2016,13.591
"12042",21,4,2016,13.588
"12043",22,4,2016,13.493
"12044",23,4,2016,13.442
"12045",24,4,2016,13.37
"12046",25,4,2016,13.327
"12047",26,4,2016,13.277
"12048",27,4,2016,13.221
"12049",28,4,2016,13.186
"12050",29,4,2016,13.117
"12051",30,4,2016,12.933
"12052",1,5,2016,12.746
"12053",2,5,2016,12.689
"12054",3,5,2016,12.717
"12055",4,5,2016,12.622
"12056",5,5,2016,12.652
"12057",6,5,2016,12.552
"12058",7,5,2016,12.529
"12059",8,5,2016,12.386
"12060",9,5,2016,12.358
"12061",10,5,2016,12.286
"12062",11,5,2016,12.18
"12063",12,5,2016,12.084
"12064",13,5,2016,12.01
"12065",14,5,2016,11.964
"12066",15,5,2016,11.918
"12067",16,5,2016,11.87
"12068",17,5,2016,11.78
"12069",18,5,2016,11.769
"12070",19,5,2016,11.715
"12071",20,5,2016,11.667
"12072",21,5,2016,11.642
"12073",22,5,2016,11.61
"12074",23,5,2016,11.514
"12075",24,5,2016,11.401
"12076",25,5,2016,11.397
"12077",26,5,2016,11.385
"12078",27,5,2016,11.347
"12079",28,5,2016,11.297
"12080",29,5,2016,11.241
"12081",30,5,2016,11.197
"12082",31,5,2016,11.132
"12083",1,6,2016,11.015
"12084",2,6,2016,11.062
"12085",3,6,2016,11.082
"12086",4,6,2016,11.058
"12087",5,6,2016,11.031
"12088",6,6,2016,10.965
"12089",7,6,2016,10.926
"12090",8,6,2016,10.93
"12091",9,6,2016,10.91
"12092",10,6,2016,10.864
"12093",11,6,2016,10.778
"12094",12,6,2016,10.767
"12095",13,6,2016,10.741
"12096",14,6,2016,10.64
"12097",15,6,2016,10.588
"12098",16,6,2016,10.483
"12099",17,6,2016,10.412
"12100",18,6,2016,10.385
"12101",19,6,2016,10.301
"12102",20,6,2016,10.103
"12103",21,6,2016,10.054
"12104",22,6,2016,9.97
"12105",23,6,2016,9.903
"12106",24,6,2016,9.83
"12107",25,6,2016,9.734
"12108",26,6,2016,9.741
"12109",27,6,2016,9.665
"12110",28,6,2016,9.553
"12111",29,6,2016,9.492
"12112",30,6,2016,9.404
"12113",1,7,2016,9.225
"12114",2,7,2016,9.147
"12115",3,7,2016,9.031
"12116",4,7,2016,8.953
"12117",5,7,2016,8.852
"12118",6,7,2016,8.823
"12119",7,7,2016,8.781
"12120",8,7,2016,8.692
"12121",9,7,2016,8.573
"12122",10,7,2016,8.524
"12123",11,7,2016,8.358
"12124",12,7,2016,8.15
"12125",13,7,2016,8.054
"12126",14,7,2016,7.972
"12127",15,7,2016,7.905
"12128",16,7,2016,7.885
"12129",17,7,2016,7.831
"12130",18,7,2016,7.775
"12131",19,7,2016,7.672
"12132",20,7,2016,7.594
"12133",21,7,2016,7.475
"12134",22,7,2016,7.449
"12135",23,7,2016,7.343
"12136",24,7,2016,7.264
"12137",25,7,2016,7.206
"12138",26,7,2016,7.149
"12139",27,7,2016,7.061
"12140",28,7,2016,6.94
"12141",29,7,2016,6.93
"12142",30,7,2016,6.773
"12143",31,7,2016,6.677
"12144",1,8,2016,6.509
"12145",2,8,2016,6.398
"12146",3,8,2016,6.208
"12147",4,8,2016,6.267
"12148",5,8,2016,6.203
"12149",6,8,2016,6.044
"12150",7,8,2016,5.966
"12151",8,8,2016,5.919
"12152",9,8,2016,5.926
"12153",10,8,2016,5.819
"12154",11,8,2016,5.646
"12155",12,8,2016,5.571
"12156",13,8,2016,5.605
"12157",14,8,2016,5.512
"12158",15,8,2016,5.377
"12159",16,8,2016,5.276
"12160",17,8,2016,5.219
"12161",18,8,2016,5.157
"12162",19,8,2016,5.082
"12163",20,8,2016,4.976
"12164",21,8,2016,4.971
"12165",22,8,2016,5.042
"12166",23,8,2016,4.962
"12167",24,8,2016,4.878
"12168",25,8,2016,4.783
"12169",26,8,2016,4.702
"12170",27,8,2016,4.535
"12171",28,8,2016,4.62
"12172",29,8,2016,4.507
"12173",30,8,2016,4.435
"12174",31,8,2016,4.372
"12175",1,9,2016,4.33
"12176",2,9,2016,4.287
"12177",3,9,2016,4.31
"12178",4,9,2016,4.259
"12179",5,9,2016,4.213
"12180",6,9,2016,4.199
"12181",7,9,2016,4.145
"12182",8,9,2016,4.168
"12183",9,9,2016,4.147
"12184",10,9,2016,4.168
"12185",11,9,2016,4.238
"12186",12,9,2016,4.273
"12187",13,9,2016,4.348
"12188",14,9,2016,4.385
"12189",15,9,2016,4.325
"12190",16,9,2016,4.347
"12191",17,9,2016,4.372
"12192",18,9,2016,4.441
"12193",19,9,2016,4.512
"12194",20,9,2016,4.548
"12195",21,9,2016,4.615
"12196",22,9,2016,4.688
"12197",23,9,2016,4.869
"12198",24,9,2016,4.92
"12199",25,9,2016,4.907
"12200",26,9,2016,5.065
"12201",27,9,2016,5.196
"12202",28,9,2016,5.185
"12203",29,9,2016,5.188
"12204",30,9,2016,5.207
"12205",1,10,2016,5.288
"12206",2,10,2016,5.303
"12207",3,10,2016,5.292
"12208",4,10,2016,5.302
"12209",5,10,2016,5.383
"12210",6,10,2016,5.413
"12211",7,10,2016,5.396
"12212",8,10,2016,5.413
"12213",9,10,2016,5.429
"12214",10,10,2016,5.452
"12215",11,10,2016,5.494
"12216",12,10,2016,5.57
"12217",13,10,2016,5.613
"12218",14,10,2016,5.661
"12219",15,10,2016,5.805
"12220",16,10,2016,5.928
"12221",17,10,2016,5.954
"12222",18,10,2016,6.017
"12223",19,10,2016,6.18
"12224",20,10,2016,6.349
"12225",21,10,2016,6.504
"12226",22,10,2016,6.636
"12227",23,10,2016,6.75
"12228",24,10,2016,6.87
"12229",25,10,2016,7
"12230",26,10,2016,7.005
"12231",27,10,2016,7.068
"12232",28,10,2016,7.12
"12233",29,10,2016,7.125
"12234",30,10,2016,7.105
"12235",31,10,2016,7.106
"12236",1,11,2016,7.219
"12237",2,11,2016,7.424
"12238",3,11,2016,7.558
"12239",4,11,2016,7.675
"12240",5,11,2016,7.862
"12241",6,11,2016,8.029
"12242",7,11,2016,8.168
"12243",8,11,2016,8.251
"12244",9,11,2016,8.417
"12245",10,11,2016,8.471
"12246",11,11,2016,8.56
"12247",12,11,2016,8.649
"12248",13,11,2016,8.653
"12249",14,11,2016,8.721
"12250",15,11,2016,8.73
"12251",16,11,2016,8.804
"12252",17,11,2016,8.698
"12253",18,11,2016,8.585
"12254",19,11,2016,8.584
"12255",20,11,2016,8.692
"12256",21,11,2016,8.9
"12257",22,11,2016,8.989
"12258",23,11,2016,9.058
"12259",24,11,2016,9.188
"12260",25,11,2016,9.291
"12261",26,11,2016,9.489
"12262",27,11,2016,9.635
"12263",28,11,2016,9.726
"12264",29,11,2016,9.796
"12265",30,11,2016,9.913
"12266",1,12,2016,10.183
"12267",2,12,2016,10.355
"12268",3,12,2016,10.387
"12269",4,12,2016,10.369
"12270",5,12,2016,10.415
"12271",6,12,2016,10.461
"12272",7,12,2016,10.662
"12273",8,12,2016,10.683
"12274",9,12,2016,10.8
"12275",10,12,2016,11.071
"12276",11,12,2016,11.244
"12277",12,12,2016,11.266
"12278",13,12,2016,11.348
"12279",14,12,2016,11.514
"12280",15,12,2016,11.541
"12281",16,12,2016,11.715
"12282",17,12,2016,11.762
"12283",18,12,2016,11.774
"12284",19,12,2016,11.867
"12285",20,12,2016,11.966
"12286",21,12,2016,11.841
"12287",22,12,2016,11.831
"12288",23,12,2016,11.737
"12289",24,12,2016,11.865
"12290",25,12,2016,12.027
"12291",26,12,2016,12.088
"12292",27,12,2016,12.291
"12293",28,12,2016,12.484
"12294",29,12,2016,12.525
"12295",30,12,2016,12.617
"12296",31,12,2016,12.553
"12297",1,1,2017,12.643
"12298",2,1,2017,12.644
"12299",3,1,2017,12.713
"12300",4,1,2017,12.954
"12301",5,1,2017,12.956
"12302",6,1,2017,12.839
"12303",7,1,2017,12.881
"12304",8,1,2017,12.87
"12305",9,1,2017,12.847
"12306",10,1,2017,12.896
